id	window	forward_repeat_number	reverse_repeat_number	telomeric_repeat
14	6070000	0	0	AACCT
14	6080000	0	0	AACCT
14	6090000	4	1	AACCT
14	6100000	13	5	AACCT
14	6110000	10	1	AACCT
14	6120000	7	4	AACCT
14	6130000	6	2	AACCT
14	6140000	4	2	AACCT
14	6150000	1	0	AACCT
14	6160000	4	0	AACCT
14	6170000	8	0	AACCT
14	6180000	11	0	AACCT
14	6190000	3	0	AACCT
14	6200000	1	0	AACCT
14	6210000	2	0	AACCT
14	6220000	0	0	AACCT
14	6230000	0	0	AACCT
14	6240000	0	0	AACCT
14	6250000	0	0	AACCT
14	6260000	0	1	AACCT
14	6270000	0	1	AACCT
14	6280000	0	1	AACCT
14	6290000	0	2	AACCT
14	6300000	2	0	AACCT
14	6310000	0	1	AACCT
14	6320000	0	0	AACCT
14	6330000	0	0	AACCT
14	6340000	0	0	AACCT
14	6350000	2	0	AACCT
14	6360000	0	2	AACCT
14	6370000	0	0	AACCT
14	6380000	0	0	AACCT
14	6390000	2	0	AACCT
14	6400000	2	0	AACCT
14	6410000	5	0	AACCT
14	6420000	6	2	AACCT
14	6430000	8	0	AACCT
14	6440000	4	0	AACCT
14	6450000	1	0	AACCT
14	6460000	0	0	AACCT
14	6470000	0	0	AACCT
14	6480000	0	0	AACCT
14	6490000	0	0	AACCT
14	6500000	0	0	AACCT
14	6510000	6	0	AACCT
14	6520000	1	0	AACCT
14	6530000	6	0	AACCT
14	6540000	2	4	AACCT
14	6550000	2	3	AACCT
14	6560000	0	0	AACCT
14	6570000	0	1	AACCT
14	6580000	0	1	AACCT
14	6590000	1	1	AACCT
14	6600000	0	0	AACCT
14	6610000	0	0	AACCT
14	6620000	3	1	AACCT
14	6630000	0	18	AACCT
14	6640000	0	21	AACCT
14	6650000	0	24	AACCT
14	6660000	5	12	AACCT
14	6670000	9	6	AACCT
14	6680000	1	5	AACCT
14	6690000	2	8	AACCT
14	6700000	1	6	AACCT
14	6710000	1	6	AACCT
14	6720000	4	2	AACCT
14	6730000	3	1	AACCT
14	6740000	5	1	AACCT
14	6750000	2	2	AACCT
14	6760000	1	0	AACCT
14	6770000	0	0	AACCT
14	6780000	0	0	AACCT
14	6790000	1	4	AACCT
14	6800000	0	5	AACCT
14	6810000	0	8	AACCT
14	6820000	4	11	AACCT
14	6830000	1	2	AACCT
14	6840000	1	5	AACCT
14	6850000	4	10	AACCT
14	6860000	3	13	AACCT
14	6870000	2	4	AACCT
14	6880000	5	6	AACCT
14	6890000	2	3	AACCT
14	6900000	1	0	AACCT
14	6910000	0	0	AACCT
14	6920000	0	0	AACCT
14	6930000	1	4	AACCT
14	6940000	0	6	AACCT
14	6950000	0	9	AACCT
14	6960000	5	9	AACCT
14	6970000	1	3	AACCT
14	6980000	0	7	AACCT
14	6990000	3	8	AACCT
14	7000000	3	12	AACCT
14	7010000	3	7	AACCT
14	7020000	2	7	AACCT
14	7030000	1	3	AACCT
14	7040000	3	7	AACCT
14	7050000	1	4	AACCT
14	7060000	2	6	AACCT
14	7070000	6	6	AACCT
14	7080000	11	4	AACCT
14	7090000	3	4	AACCT
14	7100000	4	5	AACCT
14	7110000	2	6	AACCT
14	7120000	1	15	AACCT
14	7130000	4	7	AACCT
14	7140000	3	8	AACCT
14	7150000	1	0	AACCT
14	7160000	1	0	AACCT
14	7170000	1	2	AACCT
14	7180000	0	3	AACCT
14	7190000	0	6	AACCT
14	7200000	0	13	AACCT
14	7210000	1	8	AACCT
14	7220000	3	14	AACCT
14	7230000	7	1	AACCT
14	7240000	10	5	AACCT
14	7250000	9	9	AACCT
14	7260000	6	6	AACCT
14	7270000	14	5	AACCT
14	7280000	10	5	AACCT
14	7290000	10	13	AACCT
14	7300000	6	5	AACCT
14	7310000	6	7	AACCT
14	7320000	12	5	AACCT
14	7330000	8	6	AACCT
14	7340000	6	7	AACCT
14	7350000	8	17	AACCT
14	7360000	6	3	AACCT
14	7370000	13	4	AACCT
14	7380000	7	9	AACCT
14	7390000	12	3	AACCT
14	7400000	8	4	AACCT
14	7410000	5	4	AACCT
14	7420000	9	10	AACCT
14	7430000	15	7	AACCT
14	7440000	8	5	AACCT
14	7450000	5	6	AACCT
14	7460000	10	10	AACCT
14	7470000	5	8	AACCT
14	7480000	13	4	AACCT
14	7490000	5	1	AACCT
14	7500000	11	5	AACCT
14	7510000	3	7	AACCT
14	7520000	4	6	AACCT
14	7530000	4	3	AACCT
14	7540000	2	4	AACCT
14	7550000	11	9	AACCT
14	7560000	11	7	AACCT
14	7570000	4	3	AACCT
14	7580000	12	11	AACCT
14	7590000	7	6	AACCT
14	7600000	6	11	AACCT
14	7610000	2	5	AACCT
14	7620000	5	2	AACCT
14	7630000	8	7	AACCT
14	7640000	7	8	AACCT
14	7650000	6	4	AACCT
14	7660000	9	10	AACCT
14	7670000	10	5	AACCT
14	7680000	10	6	AACCT
14	7690000	5	6	AACCT
14	7700000	8	6	AACCT
14	7710000	4	12	AACCT
14	7720000	5	4	AACCT
14	7730000	6	7	AACCT
14	7740000	5	6	AACCT
14	7750000	3	8	AACCT
14	7760000	8	12	AACCT
14	7770000	4	11	AACCT
14	7780000	6	8	AACCT
14	7790000	4	4	AACCT
14	7800000	7	7	AACCT
14	7810000	5	6	AACCT
14	7820000	7	7	AACCT
14	7830000	11	4	AACCT
14	7840000	6	7	AACCT
14	7850000	11	7	AACCT
14	7860000	8	2	AACCT
14	7870000	14	8	AACCT
14	7880000	6	14	AACCT
14	7890000	10	9	AACCT
14	7900000	7	10	AACCT
14	7910000	9	19	AACCT
14	7920000	4	7	AACCT
14	7930000	2	7	AACCT
14	7940000	9	2	AACCT
14	7950000	4	5	AACCT
14	7960000	7	9	AACCT
14	7970000	8	8	AACCT
14	7980000	7	8	AACCT
14	7990000	6	4	AACCT
14	8000000	8	12	AACCT
14	8010000	10	6	AACCT
14	8020000	3	10	AACCT
14	8030000	6	10	AACCT
14	8040000	5	10	AACCT
14	8050000	8	11	AACCT
14	8060000	3	7	AACCT
14	8070000	6	9	AACCT
14	8080000	5	11	AACCT
14	8090000	6	9	AACCT
14	8100000	6	5	AACCT
14	8110000	8	5	AACCT
14	8120000	7	4	AACCT
14	8130000	11	10	AACCT
14	8140000	7	7	AACCT
14	8150000	11	8	AACCT
14	8160000	12	7	AACCT
14	8170000	13	11	AACCT
14	8180000	9	9	AACCT
14	8190000	5	4	AACCT
14	8200000	5	10	AACCT
14	8210000	10	6	AACCT
14	8220000	5	5	AACCT
14	8230000	10	8	AACCT
14	8240000	10	8	AACCT
14	8250000	7	8	AACCT
14	8260000	4	5	AACCT
14	8270000	7	8	AACCT
14	8280000	4	10	AACCT
14	8290000	16	6	AACCT
14	8300000	11	8	AACCT
14	8310000	8	6	AACCT
14	8320000	5	2	AACCT
14	8330000	5	5	AACCT
14	8340000	4	5	AACCT
14	8350000	3	7	AACCT
14	8360000	6	11	AACCT
14	8370000	6	14	AACCT
14	8380000	5	7	AACCT
14	8390000	9	10	AACCT
14	8400000	10	12	AACCT
14	8410000	11	5	AACCT
14	8420000	11	5	AACCT
14	8430000	0	6	AACCT
14	8440000	9	11	AACCT
14	8450000	8	8	AACCT
14	8460000	4	7	AACCT
14	8470000	17	8	AACCT
14	8480000	4	8	AACCT
14	8490000	6	5	AACCT
14	8500000	5	6	AACCT
14	8510000	3	7	AACCT
14	8520000	11	9	AACCT
14	8530000	7	7	AACCT
14	8540000	6	5	AACCT
14	8550000	4	6	AACCT
14	8560000	9	6	AACCT
14	8570000	5	18	AACCT
14	8580000	3	5	AACCT
14	8590000	9	6	AACCT
14	8600000	12	7	AACCT
14	8610000	8	3	AACCT
14	8620000	12	9	AACCT
14	8630000	4	9	AACCT
14	8640000	7	5	AACCT
14	8650000	5	9	AACCT
14	8660000	15	10	AACCT
14	8670000	8	5	AACCT
14	8680000	10	6	AACCT
14	8690000	6	5	AACCT
14	8700000	7	3	AACCT
14	8710000	7	4	AACCT
14	8720000	8	3	AACCT
14	8730000	8	9	AACCT
14	8740000	11	8	AACCT
14	8750000	5	8	AACCT
14	8760000	2	3	AACCT
14	8770000	11	7	AACCT
14	8780000	5	4	AACCT
14	8790000	7	10	AACCT
14	8800000	7	7	AACCT
14	8810000	7	5	AACCT
14	8820000	6	5	AACCT
14	8830000	8	5	AACCT
14	8840000	7	8	AACCT
14	8850000	6	11	AACCT
14	8860000	8	6	AACCT
14	8870000	9	12	AACCT
14	8880000	8	5	AACCT
14	8890000	5	4	AACCT
14	8900000	8	11	AACCT
14	8910000	7	10	AACCT
14	8920000	6	8	AACCT
14	8930000	9	5	AACCT
14	8940000	8	12	AACCT
14	8950000	8	9	AACCT
14	8960000	9	5	AACCT
14	8970000	6	10	AACCT
14	8980000	8	7	AACCT
14	8990000	2	4	AACCT
14	9000000	6	12	AACCT
14	9010000	8	4	AACCT
14	9020000	12	10	AACCT
14	9030000	5	4	AACCT
14	9040000	8	8	AACCT
14	9050000	8	5	AACCT
14	9060000	9	6	AACCT
14	9070000	9	8	AACCT
14	9080000	7	2	AACCT
14	9090000	3	5	AACCT
14	9100000	6	12	AACCT
14	9110000	13	7	AACCT
14	9120000	3	4	AACCT
14	9130000	5	6	AACCT
14	9140000	7	7	AACCT
14	9150000	6	5	AACCT
14	9160000	7	6	AACCT
14	9170000	10	10	AACCT
14	9180000	5	4	AACCT
14	9190000	5	5	AACCT
14	9200000	12	2	AACCT
14	9210000	4	5	AACCT
14	9220000	3	9	AACCT
14	9230000	6	7	AACCT
14	9240000	11	5	AACCT
14	9250000	7	8	AACCT
14	9260000	9	15	AACCT
14	9270000	7	11	AACCT
14	9280000	6	9	AACCT
14	9290000	5	14	AACCT
14	9300000	8	5	AACCT
14	9310000	11	6	AACCT
14	9320000	10	6	AACCT
14	9330000	12	1	AACCT
14	9340000	6	5	AACCT
14	9350000	10	8	AACCT
14	9360000	6	11	AACCT
14	9370000	9	11	AACCT
14	9380000	9	5	AACCT
14	9390000	10	9	AACCT
14	9400000	7	6	AACCT
14	9410000	2	13	AACCT
14	9420000	7	8	AACCT
14	9430000	8	9	AACCT
14	9440000	7	10	AACCT
14	9450000	6	9	AACCT
14	9460000	9	8	AACCT
14	9470000	5	8	AACCT
14	9480000	6	5	AACCT
14	9490000	8	10	AACCT
14	9500000	4	6	AACCT
14	9510000	10	5	AACCT
14	9520000	4	5	AACCT
14	9530000	10	7	AACCT
14	9540000	7	5	AACCT
14	9550000	7	3	AACCT
14	9560000	3	2	AACCT
14	9570000	9	4	AACCT
14	9580000	4	3	AACCT
14	9590000	4	4	AACCT
14	9600000	4	7	AACCT
14	9610000	6	13	AACCT
14	9620000	7	7	AACCT
14	9630000	7	9	AACCT
14	9640000	11	5	AACCT
14	9650000	8	3	AACCT
14	9660000	10	5	AACCT
14	9670000	5	5	AACCT
14	9680000	7	10	AACCT
14	9690000	5	9	AACCT
14	9700000	12	5	AACCT
14	9710000	5	11	AACCT
14	9720000	6	2	AACCT
14	9730000	9	1	AACCT
14	9740000	7	7	AACCT
14	9750000	7	7	AACCT
14	9760000	4	7	AACCT
14	9770000	10	5	AACCT
14	9780000	8	5	AACCT
14	9790000	11	2	AACCT
14	9800000	6	9	AACCT
14	9810000	10	8	AACCT
14	9820000	5	9	AACCT
14	9830000	7	8	AACCT
14	9840000	6	11	AACCT
14	9850000	4	3	AACCT
14	9860000	6	6	AACCT
14	9870000	9	9	AACCT
14	9880000	3	6	AACCT
14	9890000	5	4	AACCT
14	9900000	10	7	AACCT
14	9910000	7	5	AACCT
14	9920000	7	5	AACCT
14	9930000	8	3	AACCT
14	9940000	6	8	AACCT
14	9950000	8	8	AACCT
14	9960000	6	6	AACCT
14	9970000	7	9	AACCT
14	9980000	3	4	AACCT
14	9990000	13	8	AACCT
14	10000000	10	9	AACCT
14	10010000	6	6	AACCT
14	10020000	7	5	AACCT
14	10030000	6	6	AACCT
14	10040000	7	2	AACCT
14	10050000	7	8	AACCT
14	10060000	14	15	AACCT
14	10070000	8	7	AACCT
14	10080000	4	10	AACCT
14	10090000	8	10	AACCT
14	10100000	5	11	AACCT
14	10110000	6	9	AACCT
14	10120000	9	7	AACCT
14	10130000	7	9	AACCT
14	10140000	6	10	AACCT
14	10150000	3	2	AACCT
14	10160000	2	4	AACCT
14	10170000	5	9	AACCT
14	10180000	4	10	AACCT
14	10190000	3	4	AACCT
14	10200000	2	7	AACCT
14	10210000	4	7	AACCT
14	10220000	3	6	AACCT
14	10230000	3	5	AACCT
14	10240000	8	5	AACCT
14	10250000	2	6	AACCT
14	10260000	6	6	AACCT
14	10270000	5	5	AACCT
14	10280000	7	5	AACCT
14	10290000	14	8	AACCT
14	10300000	6	6	AACCT
14	10310000	7	6	AACCT
14	10320000	3	4	AACCT
14	10330000	6	9	AACCT
14	10340000	4	3	AACCT
14	10350000	4	6	AACCT
14	10360000	4	7	AACCT
14	10370000	6	6	AACCT
14	10380000	5	1	AACCT
14	10390000	6	9	AACCT
14	10400000	6	9	AACCT
14	10410000	7	9	AACCT
14	10420000	5	9	AACCT
14	10430000	2	7	AACCT
14	10440000	17	5	AACCT
14	10450000	6	6	AACCT
14	10460000	7	2	AACCT
14	10470000	2	6	AACCT
14	10480000	4	3	AACCT
14	10490000	10	7	AACCT
14	10500000	8	11	AACCT
14	10510000	5	6	AACCT
14	10520000	7	6	AACCT
14	10530000	11	3	AACCT
14	10540000	6	3	AACCT
14	10550000	11	4	AACCT
14	10560000	8	7	AACCT
14	10570000	6	6	AACCT
14	10580000	7	10	AACCT
14	10590000	11	12	AACCT
14	10600000	2	9	AACCT
14	10610000	3	7	AACCT
14	10620000	5	9	AACCT
14	10630000	13	9	AACCT
14	10640000	7	7	AACCT
14	10650000	10	6	AACCT
14	10660000	4	6	AACCT
14	10670000	7	2	AACCT
14	10680000	4	6	AACCT
14	10690000	8	7	AACCT
14	10700000	3	4	AACCT
14	10710000	8	5	AACCT
14	10720000	8	9	AACCT
14	10730000	8	9	AACCT
14	10740000	6	7	AACCT
14	10750000	6	5	AACCT
14	10760000	5	4	AACCT
14	10770000	5	7	AACCT
14	10780000	7	10	AACCT
14	10790000	5	5	AACCT
14	10800000	4	6	AACCT
14	10810000	8	8	AACCT
14	10820000	3	5	AACCT
14	10830000	3	6	AACCT
14	10840000	3	6	AACCT
14	10850000	9	6	AACCT
14	10860000	7	5	AACCT
14	10870000	5	8	AACCT
14	10880000	6	3	AACCT
14	10890000	9	7	AACCT
14	10900000	9	4	AACCT
14	10910000	2	6	AACCT
14	10920000	6	4	AACCT
14	10930000	12	5	AACCT
14	10940000	8	8	AACCT
14	10950000	4	3	AACCT
14	10960000	7	9	AACCT
14	10970000	3	8	AACCT
14	10980000	7	7	AACCT
14	10990000	8	11	AACCT
14	11000000	6	8	AACCT
14	11010000	7	7	AACCT
14	11020000	9	9	AACCT
14	11030000	13	6	AACCT
14	11040000	11	6	AACCT
14	11050000	8	2	AACCT
14	11060000	4	8	AACCT
14	11070000	5	12	AACCT
14	11080000	7	5	AACCT
14	11090000	6	6	AACCT
14	11100000	5	3	AACCT
14	11110000	5	3	AACCT
14	11120000	8	5	AACCT
14	11130000	3	5	AACCT
14	11140000	9	5	AACCT
14	11150000	6	1	AACCT
14	11160000	11	6	AACCT
14	11170000	7	5	AACCT
14	11180000	3	7	AACCT
14	11190000	8	7	AACCT
14	11200000	10	4	AACCT
14	11210000	8	5	AACCT
14	11220000	7	5	AACCT
14	11230000	4	8	AACCT
14	11240000	5	9	AACCT
14	11250000	4	10	AACCT
14	11260000	2	7	AACCT
14	11270000	4	7	AACCT
14	11280000	7	8	AACCT
14	11290000	7	4	AACCT
14	11300000	8	3	AACCT
14	11310000	3	5	AACCT
14	11320000	5	8	AACCT
14	11330000	7	6	AACCT
14	11340000	4	5	AACCT
14	11350000	1	6	AACCT
14	11360000	4	6	AACCT
14	11370000	10	6	AACCT
14	11380000	3	2	AACCT
14	11390000	6	0	AACCT
14	11400000	10	11	AACCT
14	11410000	5	7	AACCT
14	11420000	10	5	AACCT
14	11430000	9	5	AACCT
14	11440000	6	6	AACCT
14	11450000	4	4	AACCT
14	11460000	5	7	AACCT
14	11470000	6	5	AACCT
14	11480000	5	6	AACCT
14	11490000	6	9	AACCT
14	11500000	7	2	AACCT
14	11510000	8	1	AACCT
14	11520000	7	7	AACCT
14	11530000	4	6	AACCT
14	11540000	14	6	AACCT
14	11550000	6	9	AACCT
14	11560000	4	2	AACCT
14	11570000	8	5	AACCT
14	11580000	5	5	AACCT
14	11590000	13	9	AACCT
14	11600000	8	7	AACCT
14	11610000	5	7	AACCT
14	11620000	3	8	AACCT
14	11630000	7	7	AACCT
14	11640000	9	2	AACCT
14	11650000	11	11	AACCT
14	11660000	8	6	AACCT
14	11670000	7	5	AACCT
14	11680000	6	6	AACCT
14	11685876	2	279	AACCT
15	10000	946	0	AACCT
15	20000	289	0	AACCT
15	30000	9	8	AACCT
15	40000	4	3	AACCT
15	50000	4	6	AACCT
15	60000	5	8	AACCT
15	70000	4	4	AACCT
15	80000	5	2	AACCT
15	90000	6	7	AACCT
15	100000	7	7	AACCT
15	110000	5	5	AACCT
15	120000	4	5	AACCT
15	130000	4	12	AACCT
15	140000	10	9	AACCT
15	150000	4	6	AACCT
15	160000	7	7	AACCT
15	170000	4	12	AACCT
15	180000	5	4	AACCT
15	190000	7	12	AACCT
15	200000	9	7	AACCT
15	210000	12	5	AACCT
15	220000	9	6	AACCT
15	230000	4	4	AACCT
15	240000	5	9	AACCT
15	250000	6	5	AACCT
15	260000	4	5	AACCT
15	270000	4	12	AACCT
15	280000	4	9	AACCT
15	290000	7	4	AACCT
15	300000	2	3	AACCT
15	310000	8	10	AACCT
15	320000	6	8	AACCT
15	330000	5	7	AACCT
15	340000	4	7	AACCT
15	350000	10	6	AACCT
15	360000	7	4	AACCT
15	370000	6	5	AACCT
15	380000	6	9	AACCT
15	390000	7	5	AACCT
15	400000	3	8	AACCT
15	410000	8	7	AACCT
15	420000	6	1	AACCT
15	430000	5	6	AACCT
15	440000	9	6	AACCT
15	450000	7	6	AACCT
15	460000	3	2	AACCT
15	470000	4	5	AACCT
15	480000	8	10	AACCT
15	490000	6	5	AACCT
15	500000	6	8	AACCT
15	510000	7	8	AACCT
15	520000	6	6	AACCT
15	530000	7	4	AACCT
15	540000	5	7	AACCT
15	550000	7	8	AACCT
15	560000	10	5	AACCT
15	570000	4	8	AACCT
15	580000	8	5	AACCT
15	590000	9	9	AACCT
15	600000	2	7	AACCT
15	610000	6	9	AACCT
15	620000	7	4	AACCT
15	630000	6	5	AACCT
15	640000	4	7	AACCT
15	650000	4	13	AACCT
15	660000	12	7	AACCT
15	670000	7	6	AACCT
15	680000	4	5	AACCT
15	690000	13	7	AACCT
15	700000	5	6	AACCT
15	710000	9	8	AACCT
15	720000	6	7	AACCT
15	730000	6	8	AACCT
15	740000	5	8	AACCT
15	750000	7	6	AACCT
15	760000	8	6	AACCT
15	770000	6	15	AACCT
15	780000	5	13	AACCT
15	790000	7	4	AACCT
15	800000	2	2	AACCT
15	810000	12	10	AACCT
15	820000	3	5	AACCT
15	830000	6	5	AACCT
15	840000	7	7	AACCT
15	850000	4	5	AACCT
15	860000	4	5	AACCT
15	870000	4	7	AACCT
15	880000	8	6	AACCT
15	890000	5	5	AACCT
15	900000	7	4	AACCT
15	910000	6	8	AACCT
15	920000	4	8	AACCT
15	930000	7	7	AACCT
15	940000	7	5	AACCT
15	950000	4	9	AACCT
15	960000	8	6	AACCT
15	970000	6	6	AACCT
15	980000	6	7	AACCT
15	990000	6	9	AACCT
15	1000000	5	3	AACCT
15	1010000	7	6	AACCT
15	1020000	3	10	AACCT
15	1030000	4	5	AACCT
15	1040000	7	9	AACCT
15	1050000	7	9	AACCT
15	1060000	5	5	AACCT
15	1070000	6	5	AACCT
15	1080000	5	8	AACCT
15	1090000	3	6	AACCT
15	1100000	6	1	AACCT
15	1110000	8	3	AACCT
15	1120000	9	3	AACCT
15	1130000	7	10	AACCT
15	1140000	5	3	AACCT
15	1150000	6	2	AACCT
15	1160000	8	6	AACCT
15	1170000	0	4	AACCT
15	1180000	3	4	AACCT
15	1190000	9	7	AACCT
15	1200000	6	6	AACCT
15	1210000	8	7	AACCT
15	1220000	10	15	AACCT
15	1230000	10	3	AACCT
15	1240000	12	10	AACCT
15	1250000	5	2	AACCT
15	1260000	10	6	AACCT
15	1270000	13	7	AACCT
15	1280000	5	10	AACCT
15	1290000	11	6	AACCT
15	1300000	7	10	AACCT
15	1310000	9	10	AACCT
15	1320000	7	6	AACCT
15	1330000	4	9	AACCT
15	1340000	8	8	AACCT
15	1350000	4	6	AACCT
15	1360000	7	3	AACCT
15	1370000	8	8	AACCT
15	1380000	9	4	AACCT
15	1390000	15	9	AACCT
15	1400000	9	6	AACCT
15	1410000	6	8	AACCT
15	1420000	7	9	AACCT
15	1430000	24	26	AACCT
15	1440000	8	4	AACCT
15	1450000	13	8	AACCT
15	1460000	18	9	AACCT
15	1470000	11	5	AACCT
15	1480000	7	3	AACCT
15	1490000	8	7	AACCT
15	1500000	7	10	AACCT
15	1510000	5	6	AACCT
15	1520000	6	10	AACCT
15	1530000	7	8	AACCT
15	1540000	8	7	AACCT
15	1550000	4	4	AACCT
15	1560000	10	5	AACCT
15	1570000	4	2	AACCT
15	1580000	11	8	AACCT
15	1590000	8	7	AACCT
15	1600000	7	3	AACCT
15	1610000	5	7	AACCT
15	1620000	7	7	AACCT
15	1630000	8	7	AACCT
15	1640000	7	10	AACCT
15	1650000	3	10	AACCT
15	1660000	10	8	AACCT
15	1670000	11	11	AACCT
15	1680000	12	6	AACCT
15	1690000	3	4	AACCT
15	1700000	5	4	AACCT
15	1710000	8	6	AACCT
15	1720000	6	8	AACCT
15	1730000	3	7	AACCT
15	1740000	6	4	AACCT
15	1750000	4	6	AACCT
15	1760000	11	2	AACCT
15	1770000	3	9	AACCT
15	1780000	6	9	AACCT
15	1790000	8	4	AACCT
15	1800000	8	5	AACCT
15	1810000	4	4	AACCT
15	1820000	9	4	AACCT
15	1830000	10	4	AACCT
15	1840000	13	7	AACCT
15	1850000	5	11	AACCT
15	1860000	5	7	AACCT
15	1870000	4	3	AACCT
15	1880000	5	6	AACCT
15	1890000	3	10	AACCT
15	1900000	6	5	AACCT
15	1910000	10	6	AACCT
15	1920000	3	7	AACCT
15	1930000	8	10	AACCT
15	1940000	3	3	AACCT
15	1950000	7	9	AACCT
15	1960000	11	5	AACCT
15	1970000	1	12	AACCT
15	1980000	5	5	AACCT
15	1990000	3	6	AACCT
15	2000000	7	4	AACCT
15	2010000	7	6	AACCT
15	2020000	7	6	AACCT
15	2030000	11	5	AACCT
15	2040000	5	4	AACCT
15	2050000	5	9	AACCT
15	2060000	5	7	AACCT
15	2070000	6	11	AACCT
15	2080000	9	6	AACCT
15	2090000	7	6	AACCT
15	2100000	3	11	AACCT
15	2110000	10	8	AACCT
15	2120000	10	11	AACCT
15	2130000	3	4	AACCT
15	2140000	4	7	AACCT
15	2150000	5	6	AACCT
15	2160000	7	9	AACCT
15	2170000	7	8	AACCT
15	2180000	5	5	AACCT
15	2190000	10	7	AACCT
15	2200000	9	6	AACCT
15	2210000	10	7	AACCT
15	2220000	4	6	AACCT
15	2230000	5	10	AACCT
15	2240000	9	7	AACCT
15	2250000	5	3	AACCT
15	2260000	6	4	AACCT
15	2270000	5	7	AACCT
15	2280000	4	10	AACCT
15	2290000	7	2	AACCT
15	2300000	7	7	AACCT
15	2310000	7	13	AACCT
15	2320000	5	12	AACCT
15	2330000	10	5	AACCT
15	2340000	8	9	AACCT
15	2350000	8	5	AACCT
15	2360000	5	6	AACCT
15	2370000	4	7	AACCT
15	2380000	5	11	AACCT
15	2390000	12	5	AACCT
15	2400000	3	5	AACCT
15	2410000	7	9	AACCT
15	2420000	4	8	AACCT
15	2430000	11	9	AACCT
15	2440000	7	3	AACCT
15	2450000	10	4	AACCT
15	2460000	8	7	AACCT
15	2470000	7	7	AACCT
15	2480000	8	7	AACCT
15	2490000	8	5	AACCT
15	2500000	9	8	AACCT
15	2510000	6	5	AACCT
15	2520000	7	4	AACCT
15	2530000	8	2	AACCT
15	2540000	7	6	AACCT
15	2550000	5	10	AACCT
15	2560000	11	3	AACCT
15	2570000	12	6	AACCT
15	2580000	10	3	AACCT
15	2590000	8	7	AACCT
15	2600000	5	12	AACCT
15	2610000	9	8	AACCT
15	2620000	7	16	AACCT
15	2630000	6	16	AACCT
15	2640000	5	3	AACCT
15	2650000	7	15	AACCT
15	2660000	4	12	AACCT
15	2670000	6	9	AACCT
15	2680000	4	8	AACCT
15	2690000	3	5	AACCT
15	2700000	6	9	AACCT
15	2710000	3	9	AACCT
15	2720000	9	10	AACCT
15	2730000	9	10	AACCT
15	2740000	8	11	AACCT
15	2750000	3	4	AACCT
15	2760000	6	6	AACCT
15	2770000	4	8	AACCT
15	2780000	5	3	AACCT
15	2790000	6	6	AACCT
15	2800000	5	7	AACCT
15	2810000	6	7	AACCT
15	2820000	7	6	AACCT
15	2830000	8	7	AACCT
15	2840000	6	6	AACCT
15	2850000	4	4	AACCT
15	2860000	3	8	AACCT
15	2870000	10	10	AACCT
15	2880000	6	10	AACCT
15	2890000	6	4	AACCT
15	2900000	7	3	AACCT
15	2910000	8	4	AACCT
15	2920000	3	8	AACCT
15	2930000	6	8	AACCT
15	2940000	6	7	AACCT
15	2950000	6	7	AACCT
15	2960000	8	9	AACCT
15	2970000	6	5	AACCT
15	2980000	7	7	AACCT
15	2990000	4	2	AACCT
15	3000000	4	6	AACCT
15	3010000	6	8	AACCT
15	3020000	6	4	AACCT
15	3030000	5	7	AACCT
15	3040000	7	8	AACCT
15	3050000	12	4	AACCT
15	3060000	6	11	AACCT
15	3070000	6	9	AACCT
15	3080000	5	12	AACCT
15	3090000	10	3	AACCT
15	3100000	5	3	AACCT
15	3110000	6	8	AACCT
15	3120000	7	11	AACCT
15	3130000	9	4	AACCT
15	3140000	5	7	AACCT
15	3150000	4	7	AACCT
15	3160000	4	6	AACCT
15	3170000	3	6	AACCT
15	3180000	8	7	AACCT
15	3190000	5	9	AACCT
15	3200000	7	11	AACCT
15	3210000	3	7	AACCT
15	3220000	5	7	AACCT
15	3230000	9	4	AACCT
15	3240000	2	7	AACCT
15	3250000	8	1	AACCT
15	3260000	4	7	AACCT
15	3270000	7	2	AACCT
15	3280000	7	10	AACCT
15	3290000	8	3	AACCT
15	3300000	3	6	AACCT
15	3310000	9	4	AACCT
15	3320000	3	9	AACCT
15	3330000	5	8	AACCT
15	3340000	6	8	AACCT
15	3350000	7	4	AACCT
15	3360000	3	8	AACCT
15	3370000	9	4	AACCT
15	3380000	6	4	AACCT
15	3390000	6	5	AACCT
15	3400000	7	4	AACCT
15	3410000	7	1	AACCT
15	3420000	8	5	AACCT
15	3430000	5	5	AACCT
15	3440000	7	4	AACCT
15	3450000	4	6	AACCT
15	3460000	3	3	AACCT
15	3470000	8	5	AACCT
15	3480000	11	7	AACCT
15	3490000	6	8	AACCT
15	3500000	9	5	AACCT
15	3510000	8	4	AACCT
15	3520000	4	8	AACCT
15	3530000	7	10	AACCT
15	3540000	5	3	AACCT
15	3550000	6	4	AACCT
15	3560000	5	10	AACCT
15	3570000	9	5	AACCT
15	3580000	2	7	AACCT
15	3590000	7	4	AACCT
15	3600000	8	9	AACCT
15	3610000	5	8	AACCT
15	3620000	11	0	AACCT
15	3630000	5	5	AACCT
15	3640000	8	6	AACCT
15	3650000	5	6	AACCT
15	3660000	6	7	AACCT
15	3670000	10	12	AACCT
15	3680000	5	6	AACCT
15	3690000	5	6	AACCT
15	3700000	8	3	AACCT
15	3710000	12	5	AACCT
15	3720000	7	8	AACCT
15	3730000	5	6	AACCT
15	3740000	6	12	AACCT
